,show_id,title,keyword
1020,s1617,Monster House,"A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people — and a life of its own. Children&FamilyMovies Comedies MitchelMusso SamLerner SpencerLocke GilKenan Movie"
1021,s1618,Natalie Palamides: Nate - A One Man Show,"Tough talk takes a soft turn as Nate, played by comedian Natalie Palamides, explores humor, heartbreak, sexuality and consent — with a live audience. Comedies NataliePalamides PhilBurgers Movie"
1022,s1621,Peppermint,"After her family is murdered, a mild-mannered mom remakes herself into a badass vigilante in order to exact violent justice. Action&Adventure JenniferGarner JohnOrtiz JohnGallagherJr. PierreMorel Movie"
1023,s1622,Quigley Down Under,"After traveling to Australia for a job, a sharpshooting cowboy becomes a target himself when he refuses an immoral assignment from a corrupt landowner. Action&Adventure TomSelleck LauraSanGiacomo AlanRickman SimonWincer Movie"
1024,s1625,The Da Vinci Code,"When the curator of the Louvre is killed, a Harvard professor and a cryptographer must untangle a web of deceit involving works of Leonardo da Vinci. Thrillers TomHanks AudreyTautou IanMcKellen RonHoward Movie"
1025,s1627,The Happytime Murders,"In an LA where puppets and humans coexist, a down-on-his-luck detective teams with his ex-partner to nab a killer targeting the cast of an old TV show. Action&Adventure Comedies MelissaMcCarthy ElizabethBanks MayaRudolph BrianHenson Movie"
1026,s1630,U-Turn,A young reporter's investigation into a string of grisly suicides takes a dangerous detour when she follows the clues to a cursed stretch of road. HorrorMovies InternationalMovies KimChiu JMdeGuzman TonyLabrusca DerickCabrido Movie
1027,s1631,Finding Agnes,"On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter. Dramas InternationalMovies JelsonBay SueRamirez SandyAndolong MarlaM.Ancheta Movie"
1028,s1632,Rust Creek,A wrong turn in the woods becomes a fight for her life when a career-seeking college student runs into two outlaw brothers looking to cook up trouble. Thrillers HermioneCorfield JayPaulson SeanO'Bryan JenMcGowan Movie
1029,s1633,Spookley and the Christmas Kittens,"When a green cat and three stray kittens wind up at Holiday Hill Farm, Spookley the Square Pumpkin and his friends help the felines find their way home. Children&FamilyMovies VlastaVrana SonjaBall CraigFrancis BernieDenk Movie"
1030,s1634,The 2nd,"A Secret Service agent is drawn into a terrorist plot when his son's classmate, the daughter of a Supreme Court Justice, is targeted for kidnapping. Action&Adventure RyanPhillippe CasperVanDien JackGriffo BrianSkiba Movie"
1031,s1636,A Go! Go! Cory Carson Christmas,"When a familiar-looking stranger crashes in without a memory, Cory helps him remember the magic of Christmas to save the holiday for everyone. Children&FamilyMovies AlanC.Lim TaronC.Hensley MaisieBenson StanleyMoore,AlexWoo Movie"
1032,s1637,Dance Dreams: Hot Chocolate Nutcracker,"This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker."" Children&FamilyMovies Documentaries DebbieAllen OliverBokelberg Movie"
1033,s1638,Don’t Listen,"After a tragic turn of events at the new home he's fixing up, Daniel hears a ghostly plea for help, spurring him to seek out a famous paranormal expert. HorrorMovies InternationalMovies RodolfoSancho AnaFernández RamónBarea ÁngelGómezHernández Movie"
1034,s1643,The Beast,"To rescue his daughter, an unstable Special Forces veteran unleashes his inner beast as he pursues her kidnappers — and soon becomes a suspect himself. Action&Adventure InternationalMovies FabrizioGifuni LinoMusella MonicaPiseddu LudovicoDiMartino Movie"
1035,s1644,The Call,"Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate. InternationalMovies Thrillers ParkShin-hye JunJong-seo KimSung-ryoung LeeChung-hyun Movie"
1036,s1645,Fantastica,The owner of a struggling carnival starts putting on small-time shows to save his wonderland as an old friend asks for help with a magical mission. Comedies InternationalMovies LGBTQMovies ViceGanda RichardGutierrez DingdongDantes BarryGonzalez Movie
1037,s1646,Larry the Cable Guy: Remain Seated,"With his signature call to ""Git-R-Done,"" Larry muses on swampy weather, late-night shopping at Walmart and other raunchy tales of life in rural America. Stand-UpComedy LarrytheCableGuy BrianVolk-Weiss Movie"
1038,s1647,Mosul,"After his life is saved by a rogue Iraqi squadron, a young police officer joins them in their fight against ISIS in a decimated Mosul. Action&Adventure Dramas InternationalMovies SuhailDabbach AdamBessa Is'haqElias MatthewMichaelCarnahan Movie"
1039,s1648,Unexpectedly Yours,"A pair of former batchmates cross paths 30 years later when they wind up as new neighbors, and their reconnection soon blossoms into something more. Comedies InternationalMovies RomanticMovies SharonCuneta RobinPadilla JuliaBarretto CathyGarcia-Molina Movie"
1040,s1649,Ghosts of War,"Five, battle-worn Allied soldiers guarding a chateau previously occupied by Nazis start experiencing unexplained and terrifying supernatural horrors. HorrorMovies BrentonThwaites TheoRossi SkylarAstin EricBress Movie"
1041,s1651,Shawn Mendes: Live in Concert,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans. Music&Musicals ShawnMendes PaulDugdale Movie"
1042,s1652,The Christmas Chronicles: Part Two,"Unhappy over her mom’s new relationship, a now-teenage Kate runs away and lands at the North Pole, where a naughty elf is plotting to cancel Christmas. Children&FamilyMovies Comedies KurtRussell GoldieHawn DarbyCamp ChrisColumbus Movie"
1043,s1653,Andhaghaaram,"As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences. HorrorMovies InternationalMovies Thrillers VinothKishan ArjunDas PoojaRamachandran VVignarajan Movie"
1044,s1654,Andhakaaram,"As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences. HorrorMovies InternationalMovies Thrillers VinothKishan ArjunDas PoojaRamachandran VVignarajan Movie"
1045,s1655,Before 30,"Four female friends in the fast-paced city of Lagos, Nigeria endure public and private pressures to walk down the aisle by the age of 30. InternationalTVShows RomanticTVShows TVComedies DamilolaAdegbite O.C.Ukeje BeverlyNaya BBSasore TV Show"
1046,s1656,Dragons: Rescue Riders: Huttsgalor Holiday,"Snowfall marks the start of Odinyule — the Viking holiday of giving! But crazy weather might cancel the tradition unless the Rescue Riders can swoop in. Children&FamilyMovies Comedies NoahKayeBentley BrennleyBrown ZachCallison GregRankin,TJSullivan Movie"
1047,s1657,Hillbilly Elegy,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future. Dramas AmyAdams GlennClose GabrielBasso RonHoward Movie"
1048,s1658,Notes for My Son,"Battling terminal cancer, a woman writes a one of a kind notebook about life, death and love for her son to remember her by. Based on a true story. Dramas InternationalMovies ValeriaBertuccelli EstebanLamothe JuliánSorín CarlosSorín Movie"
1049,s1660,Hard Kill,"When a billionaire hires a team of mercenaries for protection, they soon realize world-changing technology and his daughter’s life are also at stake. Action&Adventure JesseMetcalfe BruceWillis NatalieEvaMarie MattEskandari Movie"
1050,s1661,Shawn Mendes: In Wonder,"Over the course of a world tour, this unguarded documentary follows Shawn Mendes as he opens up about his stardom, relationships and musical future. Documentaries Music&Musicals ShawnMendes GrantSinger Movie"
1051,s1663,The Suit,"After a duo of slackers dress up as policemen for a costume party, they decide to prolong their disguise — not knowing that it will lead them to danger. Action&Adventure Comedies InternationalMovies TamerHosny AkramHosny AminaKhalil MohammadAdel Movie"
1052,s1664,Dolly Parton’s Christmas on the Square,"Seasonal cheer comes to a screeching halt when a cold-hearted woman tries to sell her hometown's land. Can music, magic and memories change her mind? Children&FamilyMovies Music&Musicals DollyParton ChristineBaranski TreatWilliams DebbieAllen Movie"
1053,s1665,Machete Kills,Killer-for-hire Machete cuts a deal with the U.S. president to stop a nuclear missile attack but discovers a much larger conspiracy. Action&Adventure DannyTrejo SofíaVergara CharlieSheen RobertRodriguez Movie
1054,s1666,40 Sticks,"When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer. InternationalMovies Thrillers RobertAgengo MwauraBilal AndreoKamau VictorGatonye Movie"
1055,s1667,Alien Xmas,"A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity — and steal all the presents. Children&FamilyMovies KeytheFarley DeeBradleyBaker KaliayhRhambo StephenChiodo Movie"
1056,s1672,The App That Stole Christmas,"A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit. Children&FamilyMovies Comedies JackieLong DianeMarieHoward JaylinHall MonicaFloyd Movie"
1057,s1674,Black Friday,This docudrama based on the same-titled book tracks the aftermath of a 1993 bombing in Bombay through the eyes of a journalist covering the story. Dramas InternationalMovies PavanMalhotra KayKayMenon AdityaSrivastava AnuragKashyap Movie
1058,s1675,Bodyguard,"Irked by her bodyguard, an heiress invents a secret admirer to throw him off his duties, but the plan may backfire when she falls for him. Action&Adventure Comedies InternationalMovies SalmanKhan KareenaKapoor RajBabbar Siddique Movie"
1059,s1676,Break Ke Baad,Childhood friends Abhay and Aaliya experience plenty of obstacles in their paths as they find their way in the world and back to each other. Comedies InternationalMovies Music&Musicals ImranKhan DeepikaPadukone ShahanaGoswami DanishAslam Movie
1060,s1677,Hawaizaada,"In 1895 Mumbai, spirited Indian lad Shiv Talpade defies British rule and sparse funding – and physics – to build the world's first airplane. Dramas InternationalMovies RomanticMovies AyushmannKhurrana MithunChakraborty PallaviSharda VibhuVirenderPuri Movie"
1061,s1678,My Amnesia Girl,"Years after leaving his bride-to-be at the altar, a man crosses paths with his ex and tries to make up for the past, only to find he's been forgotten. InternationalMovies RomanticMovies JohnLloydCruz ToniGonzaga CarlosAgassi CathyGarcia-Molina Movie"
1062,s1679,Raman Raghav 2.0,A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game in this Indian thriller. InternationalMovies Thrillers NawazuddinSiddiqui VickyKaushal SobhitaDhulipala AnuragKashyap Movie
1063,s1680,Singham,A police inspector kills himself after a powerful gangster frames him for corruption – but soon the thug faces the full force of cop Bajirao Singham. Action&Adventure Dramas InternationalMovies AjayDevgn KajalAggarwal PrakashRaj RohitShetty Movie
1064,s1681,TE3N,"Still desperate to find his granddaughter nearly a decade after her kidnapping, a devoted grandfather chases a dangerous new lead. Dramas InternationalMovies Thrillers AmitabhBachchan NawazuddinSiddiqui VidyaBalan RibhuDasgupta Movie"
1065,s1682,The Princess Switch: Switched Again,"When Margaret's Christmas coronation complicates her love life, her double Stacy steps in to save the day. But will a third look-alike ruin their plan? Children&FamilyMovies Comedies Dramas VanessaHudgens NickSagar SamPalladio MikeRohl Movie"
1066,s1683,Three Words to Forever,"As they near their 25th wedding anniversary, Rick and Cristy try to conceal their crumbling marriage while their family prepares for a big celebration. Comedies Dramas InternationalMovies SharonCuneta RichardGomez KathrynBernardo CathyGarcia-Molina Movie"
1067,s1684,Well Done Abba,"On leave in his drought-ridden village to find his daughter a husband, a father becomes mired in the bribery-laced bureaucracy of his local government. Comedies InternationalMovies BomanIrani MinisshaLamba SammirDattani ShyamBenegal Movie"
1068,s1686,Ainu Mosir,A sensitive Ainu teen searches for a spiritual connection with his recently deceased dad while navigating his indigenous identity in a changing world. Dramas InternationalMovies KantoShimokura DeboAkibe EmiShimokura TakeshiFukunaga Movie
1069,s1687,Kevin Hart: Zero F**ks Given,"Kevin Hart serves up laughs and brick oven pizza from the comfort of his home, and dishes on male group chats, sex after 40 and life with COVID-19. Stand-UpComedy KevinHart LeslieSmall Movie"
1070,s1690,Loving,A young couple's interracial marriage in 1958 sparks a case that leads to the Supreme Court. Based on the true story of Richard and Mildred Loving. Dramas RomanticMovies JoelEdgerton RuthNegga MartonCsokas JeffNichols Movie
1071,s1692,A Very Country Christmas,"When an unfulfilled country music star hides out in his hometown, he meets a budding interior designer who finds her way into his heart. Music&Musicals RomanticMovies BeaSantos GreystonHolt GregVaughan JustinG.Dyck Movie"
1072,s1695,Cloudy with a Chance of Meatballs 2,"Inventor Flint Lockwood battles mutant food beasts created by his notorious machine, including shrimpanzees, tacodiles and jellyfish sandwiches. Children&FamilyMovies Comedies BillHader AnnaFaris JamesCaan CodyCameron,KrisPearn Movie"
1073,s1696,Hometown Holiday,"An ambitious entertainment lawyer tries to sign a singing sensation in his sister's small town, but a local soon captures his attention — and heart. RomanticMovies SarahTroyer BradleyHamilton KevinMcGarry JustinG.Dyck Movie"
1074,s1700,White Christmas,"Two war buddies fall for two sisters and follow the girls to a resort owned by their former commanding officer, who is in danger of losing the place. Children&FamilyMovies ClassicMovies Comedies BingCrosby DannyKaye RosemaryClooney MichaelCurtiz Movie"
1075,s1701,Killer Cove,"An unlucky woman finds a solution for her hateful ex, a trying job hunt and a stalker through a charming P.I. – only to endure a new set of problems. Thrillers HaleyWebb DonnyBoaz CathyBaron DamiánRomay Movie"
1076,s1703,Fukrey Boyzzz: Space Mein Fukrapanti,"After a foreboding dream about aliens comes true, a fun-loving trio must prevent human intelligence from being stolen from planet Earth. Children&FamilyMovies Comedies ViraajModgill JasleenSingh PoojaPunjabi AvinashWalzade Movie"
1077,s1704,Jingle Jangle: A Christmas Journey,"Decades after his trusted apprentice betrayed him, a once-joyful toymaker finds new hope when his kind and curious granddaughter comes into his life. Children&FamilyMovies Music&Musicals ForestWhitaker Keegan-MichaelKey HughBonneville DavidE.Talbert Movie"
1078,s1706,The Life Ahead,A Holocaust survivor running a daycare business forms an unlikely friendship with a bitter street kid when she takes him in after he robs her. Dramas InternationalMovies SophiaLoren IbrahimaGueye RenatoCarpentieri EdoardoPonti Movie
1079,s1707,The Minions of Midas,A millionaire publisher gets a blackmail note — his decision can mean life or death. Inspired by a Jack London story but set in contemporary Madrid. CrimeTVShows InternationalTVShows Spanish-LanguageTVShows LuisTosar MartaBelmonte GuillermoToledo MateoGil TV Show
1080,s1708,A Very Special Love,"After landing a job working for her longtime crush, an optimistic woman realizes that the man of her dreams isn't exactly who she envisioned. InternationalMovies RomanticMovies JohnLloydCruz SarahGeronimo DanteRivero CathyGarcia-Molina Movie"
1081,s1710,First Love,A chance encounter soon intertwines the lives of a reserved businessman and a vibrant photographer who is living with a grave heart condition. Dramas InternationalMovies RomanticMovies AgaMuhlach BeaAlonzo SandyAndolong PaulSoriano Movie
1082,s1711,Fruitvale Station,"This dramatic rendering of a real-life tragedy recounts the final hours of Oscar Grant, shot by San Francisco transit police on New Year's Day, 2009. Dramas IndependentMovies MichaelB.Jordan MelonieDiaz OctaviaSpencer RyanCoogler Movie"
1083,s1713,Ludo,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal. Comedies Dramas InternationalMovies AbhishekBachchan AdityaRoyKapur RajkummarRao AnuragBasu Movie"
1084,s1714,Memories of a Teenager,"To cope with a friend's death, a teen blogs about his daily life but falls further into an existential crisis while experiencing a sexual awakening. Dramas InternationalMovies LGBTQMovies RenatoQuattordio MalenaNarvay ThomásLepera LucasSantaAna Movie"
1085,s1715,Prom Night,"On prom night, a high school senior still struggling with her nightmare past tries to evade a killer bent on ending the party for her and her friends. HorrorMovies BrittanySnow ScottPorter JessicaStroup NelsonMcCormick Movie"
1086,s1716,A Queen Is Born,Gloria Groove and Alexia Twister make drag dreams come true as they help six artists find the confidence to own the stage in this makeover show. InternationalTVShows RealityTV GloriaGroove AlexiaTwister CarlaBarros TV Show
1087,s1721,What We Wanted,A couple facing fertility issues finds their marriage tested on a vacation to a Sardinian resort — and the family next door only adds to the tension. Dramas InternationalMovies LaviniaWilson ElyasM'Barek AnnaUnterberger UlrikeKofler Movie
1088,s1726,Citation,A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events. Dramas InternationalMovies TemiOtedola JimmyJean-Louis JokeSilva KunleAfolayan Movie
1089,s1728,Girl's Revenge,"After a sex video subjects her friend to mockery and bullying, a transfer student sets out to reveal the truth as campus secrets come to light. Dramas InternationalMovies WangYu-ping YuriChen ShinyYao WeicaWang Movie"
1090,s1729,The Endless Trench,"Fearing retribution, a Republican from the Spanish Civil War hides in his home for more than 30 years with the help of his wife. Based on true events. Dramas IndependentMovies InternationalMovies AntoniodelaTorre BelénCuesta VicenteVergara AitorArregi,JonGaraño,JoseMariGoenaga Movie"
1091,s1730,The Late Bloomer,"A sex therapist with pituitary issues finally gets to experience puberty in all its glory at age 30, when an operation unleashes his raging hormones. Comedies JohnnySimmons MariaBello BrittanySnow KevinPollak Movie"
1092,s1732,A New York Christmas Wedding,"As her wedding nears, a bride-to-be is visited by an angel who reveals what could have been if she'd followed feelings for her childhood best friend. Dramas LGBTQMovies RomanticMovies NiaFairweather ChrisNoth CooperKoch OtojaAbit Movie"
1093,s1733,Alone/Together,"Eight years after their breakup, college sweethearts Christine and Raf reconnect at different points in their lives as feelings from the past resurface. Dramas InternationalMovies RomanticMovies LizaSoberano EnriqueGil AdrianAlandy AntoinetteJadaone Movie"
1094,s1735,Midnight at the Magnolia,Longtime friends and local radio hosts Maggie and Jack fake it as a couple for their families and listeners in hopes of getting their show syndicated. Comedies RomanticMovies NatalieHall EvanWilliams MichaelGordonShore MaxwellMcGuire Movie
1095,s1736,One More Try,"When her son's condition becomes severe, a woman reconnects with the biological father. But the reunion puts a strain on their respective relationships. Dramas InternationalMovies RomanticMovies AngelLocsin AngelicaPanganiban DingdongDantes RuelS.Bayani Movie"
1096,s1737,Operation Christmas Drop,A by-the-book political aide falls for a big-hearted Air Force pilot while looking to shut down his tropical base and its airborne Christmas tradition. Children&FamilyMovies Comedies RomanticMovies KatGraham AlexanderLudwig VirginiaMadsen MartinWood Movie
1097,s1740,Christmas with a Prince,A dedicated pediatrician reconsiders her feelings for a carefree prince as he secretly recovers from a ski accident alongside her young patients. Comedies Dramas RomanticMovies KaitlynLeeb NickHounslow JoshDean JustinG.Dyck Movie
1098,s1742,Miss India,"Uprooted to America, an aspiring Indian entrepreneur confronts disapproval, sexism and rivalry as she draws from her culture to start a tea business. Dramas InternationalMovies KeerthySuresh Dr.RajendraPrasad JagapathiBabu NarendraNath Movie"
1099,s1743,Felix Lobrecht: Hype,"Felix Lobrecht aims his dark humor at overly polite culture, weird laughter, the sheer awkwardness of a walking baby and more in this stand-up special. Stand-UpComedy FelixLobrecht Jan-PeterHorns Movie"
1100,s1744,MOTHER,"Shuhei’s erratic mother feels threatened when he starts to awaken to a world beyond her distorted control, sending the family hurtling towards tragedy. Dramas InternationalMovies MasamiNagasawa SadaoAbe DaikenOkudaira TatsushiOmori Movie"
1101,s1748,Prospect,"A father and daughter travel to an alien moon in search of a valuable gem but are forced to alter their plans when a nefarious outlaw gets involved. Sci-Fi&Fantasy Thrillers SophieThatcher PedroPascal JayDuplass ZeekEarl,ChristopherCaldwell Movie"
1102,s1750,Christmas Break-In,"Stranded at school before holiday break, a precocious girl gets into the spirit of saving when a trio of robbers trespass and hold the janitor hostage. Children&FamilyMovies Comedies DannyGlover DeniseRichards CameronSeely MichaelKampa Movie"
1103,s1752,Elf Pets: A Fox Cub’s Christmas Tale,An elite team of elves – and their furry fox cub friends – help bring the Christmas spirit to a boy whose mom may not make it home for the holidays. Children&FamilyMovies LeslieBellair BradHyland BrodyRose ChandaBell Movie
1104,s1753,Elf Pets: Santa’s Reindeer Rescue,"Determined to help Santa get ready for his merry rounds of gift-giving, a team of special elves wrangles in more reindeer and much-needed holiday magic. Children&FamilyMovies BradHyland DrewBarber AshleyRoberts ChandaBell Movie"
1105,s1754,Elliot the Littlest Reindeer,"When Blitzen suddenly retires, a miniature horse determined to join Santa's reindeer team faces fierce competition in the North Pole tryouts. Children&FamilyMovies JoshHutcherson SamanthaBee MartinShort JenniferWestcott Movie"
1106,s1762,Little Monsters,"Brian knows there are creatures under his bed. When he faces his fears and confronts them, however, he makes some hilariously weird new friends. Children&FamilyMovies Comedies FredSavage HowieMandel DanielStern RichardGreenberg Movie"
1107,s1763,Mile 22,"An officer in a top-secret CIA unit leads his team in escorting a prized intelligence asset to safety, with enemy forces hot on their trail. Action&Adventure MarkWahlberg LaurenCohan IkoUwais PeterBerg Movie"
1108,s1764,Piercing,A family man plots to kill a spellbinding sex worker but ends up in a psychosexual exercise to outwit his twisted target. Dramas IndependentMovies Thrillers ChristopherAbbott MiaWasikowska LaiaCosta NicolasPesce Movie
1109,s1765,Snowden,This thriller traces Edward Snowden's journey from Army recruit to disillusioned government analyst bent on exposing vast U.S. surveillance programs. Dramas Thrillers JosephGordon-Levitt ShaileneWoodley ZacharyQuinto OliverStone Movie
1110,s1768,The Impossible,"Tracking one family's harrowing experiences, this gripping drama depicts the chaos generated by the massive 2004 tsunami in Southeast Asia. Dramas NaomiWatts EwanMcGregor TomHolland J.A.Bayona Movie"
1111,s1769,The Next Karate Kid,"In Boston, karate master Mr. Miyagi finds a new pupil in troubled teen Julie Pierce when she gets bullied by a group of relentless classmates. Action&Adventure Dramas SportsMovies PatMorita HilarySwank MichaelIronside ChristopherCain Movie"
1112,s1771,Wheels of Fortune,"To claim a big inheritance, a down-on-his-luck mechanic must win a series of competitions as outlined in his birth father's will. Comedies SportsMovies MattJones NoureenDeWulf JohnDucey ShaunPaulPiccinino Movie"
1113,s1772,Afronta! Facing It!,"This docuseries spotlights Afro-Brazilian thinkers sharing their individual journeys and discussing representation, entrepreneurship and community. Docuseries InternationalTVShows LooNascimento IngridSilva RinconSapiência JulianaVicente TV Show"
1114,s1773,The 12th Man,"Based on true events, this story follows a Norwegian saboteur’s harrowing struggle to reach safety after escaping a Nazi attack during World War II. Action&Adventure Dramas InternationalMovies ThomasGullestad JonathanRhysMeyers MarieBlokhus HaraldZwart Movie"
1115,s1775,Hidden in Plain Sight,A woman stages her own suicide but still lives in fear of her abusive ex-boyfriend tracking her down and stealing the son he never knew he had. Dramas IndependentMovies Thrillers VictoriaBarabas GinoAnthonyPesi JakeAllyn StaciaCrawford Movie
1116,s1776,His House,"As a young couple from war-torn South Sudan seeks asylum and a fresh start in England, they’re tormented by a sinister force living in their new home. HorrorMovies IndependentMovies Ṣọpẹ́Dìrísù WunmiMosaku MattSmith RemiWeekes Movie"
1117,s1777,In Line,"A convicted murderer gets out of prison and reunites with his wife, who is plotting revenge against him after years of physical and emotional abuse. Dramas InternationalMovies ChrisAttoh AdesuaEtomi UzorArukwe TopeOshin Movie"
1118,s1778,Kaali Khuhi,"When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl. HorrorMovies InternationalMovies ShabanaAzmi LeelaSamson SanjeedaSheikh TerrieSamundra Movie"
1119,s1781,Rogue City,"Caught in the crosshairs of police corruption and Marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands. Dramas InternationalMovies Thrillers LannickGautry StanislasMerhar Kaaris OlivierMarchal Movie"
1120,s1784,The Day of the Lord,"In this horror movie, a retired priest haunted by his sins is pulled back into the darkness when a friend begs him to help his possessed daughter. HorrorMovies InternationalMovies JuliFàbregas XimenaRomo HéctorIllanes SantiagoAlvaradoIlarri Movie"
1121,s1785,Pagpag: Nine Lives,"After ignoring superstitions, a group of teenagers find themselves in a fight for their lives when they are haunted — and hunted — by an evil spirit. HorrorMovies InternationalMovies DanielPadilla KathrynBernardo ShainaMagdayao FrascoMortiz Movie"
1122,s1786,Holidate,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way. Comedies RomanticMovies EmmaRoberts LukeBracey KristinChenoweth JohnWhitesell Movie"
1123,s1787,La Gran Ilusión,"Known as ""El Mago Pop,"" illusionist Antonio Díaz shocks and awes celebrities and bystanders around the world with his mind-blowing performances. InternationalMovies AntonioDíaz AntonioDíaz Movie"
1124,s1788,Metallica Through The Never,"As heavy metal band Metallica tears up the stage, a young roadie is sent on an urgent errand. But his mission soon takes a surreal turn. Music&Musicals DaneDeHaan JamesHetfield LarsUlrich NimródAntal Movie"
1125,s1789,Nobody Sleeps in the Woods Tonight,"Addicted to technology, a group of teens attends a rehabilitation camp in the forest, but a sinister force there intends to take them offline forever. HorrorMovies InternationalMovies JuliaWieniawa-Narkiewicz MichałLupa WiktoriaGąsiewska BartoszM.Kowalski Movie"
1126,s1794,Sarah Cooper: Everything's Fine,"Comedian and Trump lip-synching sensation Sarah Cooper tackles politics, race and other light topics in a sketch special packed with celebrity guests. Comedies SarahCooper FredArmisen MayaRudolph NatashaLyonne Movie"
1127,s1795,The Devil Punisher,"A baker by day and demon fighter by night, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance. InternationalTVShows RomanticTVShows TVMysteries MikeHe IvyShao AnsonChen ChangChin-jung,ChenRong-hui TV Show"
1128,s1796,Ajab Prem Ki Ghazab Kahani,"A young man's obsession with making others happy drives him to help the girl he loves marry someone else, then try to win her heart. Comedies InternationalMovies Music&Musicals RanbirKapoor KatrinaKaif GovindNamdeo RajkumarSantoshi Movie"
1129,s1797,Black '47,"When the Great Famine ravages his beloved country, a battle-hardened Irishman deserts the British Empire and exacts revenge on the tyrants responsible. Action&Adventure Dramas IndependentMovies HugoWeaving JamesFrecheville StephenRea LanceDaly Movie"
1130,s1798,I Am Woman,"In the 1960s, Australian singer Helen Reddy struggles with misogyny in the music business — until she records an anthem for the women's movement. Dramas Music&Musicals TildaCobham-Hervey DanielleMacdonald EvanPeters UnjooMoon Movie"
1131,s1799,Alice Junior,"In a small town, a trans teen with a vibrant personality shakes up her high school's conservative ways while trying to secure her first kiss. Comedies InternationalMovies LGBTQMovies AnneCelestinoMota EmmanuelRosset MatheusMoura GilBaroni Movie"
1132,s1802,Over the Moon,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess. Children&FamilyMovies Music&Musicals CathyAng PhillipaSoo KenJeong GlenKeane Movie"
1133,s1803,Shattered Memories,"When her former lover's mysteriously murdered, a woman must clear her name – and avoid the killer. Dramas Thrillers ElizabethBogush BradSchmidt SarahLind ChrisSivertson Movie"
1134,s1807,Cadaver,"When a peculiar hotel dinner show draws crowds during a postapocalyptic famine, one family discovers they'll pay much more than the price of admission. HorrorMovies InternationalMovies GitteWitt ThomasGullestad ThorbjørnHarr JarandHerdal Movie"
1135,s1808,Exes Baggage,"After years apart, a former couple reunites and gets reacquainted with the pains of love as they work to heal wounds from the past. Dramas InternationalMovies RomanticMovies AngelicaPanganiban CarloAquino DionneMonsanto DanVillegas Movie"
1136,s1809,Fisherman's Friends,"Sea shanties have long united 10 Cornish fishermen, but when their chants sail to the music charts, their friendship is kept at bay. Comedies Dramas Music&Musicals DanielMays JamesPurefoy DavidHayman ChrisFoggin Movie"
1137,s1810,The Hows of Us,"A young couple's house was once a happy home. But with one as the breadwinner and the other looking for a big break, can love still live here? Dramas InternationalMovies RomanticMovies KathrynBernardo DanielPadilla DarrenEspanto CathyGarcia-Molina Movie"
1138,s1811,The Hummingbird Project,"After discovering a shortcut that gives them a technological advantage, two cousins look to earn their big score by outracing a massive corporation. Dramas IndependentMovies JesseEisenberg AlexanderSkarsgård SalmaHayek KimNguyen Movie"
1139,s1812,"Yes, God, Yes","A devoutly religious teen grapples with her own sexual awakening, and attends a Catholic school retreat in the hopes of suppressing her newfound urges. Comedies Dramas IndependentMovies NataliaDyer TimothySimons WolfgangNovogratz KarenMaine Movie"
1140,s1813,Brave Blue World: Racing to Solve Our Water Crisis,"From reuse to energy generation, new innovations across five continents are explored in this documentary about building a future for sustainable water. Documentaries InternationalMovies LiamNeeson MattDamon JadenSmith TimNeeves Movie"
1141,s1815,Rebecca,"A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife. Dramas RomanticMovies Thrillers LilyJames ArmieHammer KristinScottThomas BenWheatley Movie"
1142,s1816,The Magic School Bus Rides Again The Frizz Connection,"Lightning splits the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus! Children&FamilyMovies KateMcKinnon RomanLutterotti MikaelaBlake RichardWeston Movie"
